"","TYP_DIPL","DEGETU","CURSUS_LMD","RES"
"11950","PF",2,"M","N"
"11951","XA",1,"L","N"
"11952","XA",3,"L","O"
"11954","FI",2,"M","N"
"11955","XA",2,"L","N"
"11956","XA",1,"L","N"
"11957","CB",2,"L","O"
"11958","XA",1,"L","N"
"11959","DP",3,"L","O"
"11960","01",3,"L","N"
"11961","FH",5,"M","N"
"11962","01",3,"L","N"
"11963","XA",2,"L","N"
"11964","CB",1,"L","N"
"11965","XA",1,"L","N"
"11966","JD",6,"M","N"
"11967","XB",4,"M","N"
"11968","XA",1,"L","N"
"11969","XB",5,"M","O"
"11970","CB",2,"L","O"
"11971","XB",5,"M","O"
"11972","XA",2,"L","N"
"11973","XB",4,"M","N"
"11974","XA",3,"L","O"
"11975","XA",1,"L","N"
"11976","PM",1,"L","N"
"11977","XB",5,"M","O"
"11978","XB",5,"M","O"
"11979","FH",6,"M","O"
"11980","XA",1,"L","N"
"11981","CY",1,"L","N"
"11982","XB",4,"M","N"
"11983","XB",4,"M","N"
"11984","XA",2,"L","N"
"11985","XA",3,"L","O"
"11986","01",6,"M","O"
"11987","XA",3,"L","O"
"11988","CB",1,"L","N"
"11989","XA",2,"L","N"
"11990","XA",2,"L","N"
"11991","XA",1,"L","N"
"11992","DP",3,"L","O"
"11993","DP",3,"L","O"
"11994","XB",4,"M","N"
"11995","DP",3,"L","O"
"11996","XA",1,"L","N"
"11997","XA",1,"L","N"
"12000","XA",3,"L","O"
"12001","DP",3,"L","O"
"12002","XA",2,"L","N"
"12003","XB",4,"M","N"
"12004","XA",1,"L","N"
"12005","XA",3,"L","O"
"12006","05",3,"L","N"
"12007","XB",4,"M","N"
"12009","XA",1,"L","N"
"12010","XB",4,"M","N"
"12011","XA",2,"L","N"
"12012","DP",3,"L","O"
"12013","XA",1,"L","N"
"12015","XA",1,"L","N"
"12016","IB",4,"M","N"
"12017","FE",4,"M","N"
"12018","XB",5,"M","O"
"12019","IB",4,"M","N"
"12020","XA",2,"L","N"
"12021","CY",1,"L","N"
"12022","XA",1,"L","N"
"12023","CB",1,"L","N"
"12024","XA",2,"L","N"
"12025","01",2,"L","N"
"12026","XA",3,"L","N"
"12027","XA",2,"L","N"
"12028","XB",5,"M","O"
"12030","XA",3,"L","O"
"12031","DP",3,"L","O"
"12032","XB",5,"M","O"
"12033","XA",3,"L","O"
"12034","XA",3,"L","O"
"12035","DP",3,"L","O"
"12036","DP",3,"L","N"
"12037","CB",2,"L","O"
"12038","FE",3,"M","N"
"12039","JD",6,"M","O"
"12040","XB",5,"M","O"
"12041","XA",3,"L","O"
"12042","XA",2,"L","N"
"12043","XB",5,"M","O"
"12044","XA",1,"L","N"
"12045","PF",2,"M","N"
"12046","FE",5,"M","O"
"12047","XB",5,"M","O"
"12048","CB",2,"L","O"
"12049","XA",1,"L","N"
"12050","XA",2,"L","N"
"12051","XA",3,"L","O"
"12052","IB",4,"M","N"
"12053","XA",1,"L","N"
"12054","DP",3,"L","O"
"12055","DP",3,"L","O"
"12056","UC",2,"L","O"
"12057","XA",1,"L","N"
"12058","IB",3,"M","N"
"12059","CB",1,"L","N"
"12060","CY",1,"L","N"
"12061","XA",1,"L","N"
"12062","CY",1,"L","N"
"12063","XB",4,"M","N"
"12064","XA",1,"L","N"
"12065","01",6,"M","N"
"12066","FH",2,"M","N"
"12067","FN",5,"M","O"
"12068","XB",4,"M","N"
"12069","XA",2,"L","N"
"12070","XA",1,"L","N"
"12072","XA",3,"L","O"
"12073","XA",1,"L","N"
"12074","01",2,"L","O"
"12075","XA",2,"L","N"
"12076","XA",3,"L","N"
"12077","XA",2,"L","N"
"12078","CY",1,"L","N"
"12079","XB",4,"M","N"
"12080","XB",5,"M","O"
"12081","XA",3,"L","O"
"12082","CB",2,"L","O"
"12083","XA",3,"L","O"
"12084","01",2,"L","O"
"12086","DP",3,"L","O"
"12087","DP",3,"L","O"
"12088","XA",1,"L","N"
"12089","XA",2,"L","N"
"12090","01",2,"L","O"
"12091","XB",4,"M","N"
"12092","CB",1,"L","N"
"12093","XA",2,"L","N"
"12094","XB",5,"M","O"
"12095","01",6,"M","O"
"12096","XA",1,"L","N"
"12097","CY",1,"L","N"
"12098","XA",1,"L","N"
"12099","XA",3,"L","O"
"12100","01",3,"L","O"
"12101","CB",1,"L","N"
"12102","01",3,"L","N"
"12103","XB",4,"M","N"
"12104","XA",1,"L","N"
"12105","XA",3,"L","O"
"12106","FI",5,"M","N"
"12107","XB",4,"M","N"
"12108","XA",3,"L","N"
"12109","XB",4,"M","N"
"12110","CB",2,"L","O"
"12111","JD",6,"M","N"
"12112","XA",1,"L","N"
"12113","CB",2,"L","O"
"12114","XB",4,"M","N"
"12115","XA",3,"L","O"
"12116","01",3,"L","N"
"12117","XA",2,"L","N"
"12118","XA",2,"L","N"
"12119","XA",3,"L","O"
"12122","DP",3,"L","O"
"12123","MA",6,"M","O"
"12125","CB",2,"L","O"
"12126","01",2,"L","O"
"12127","XA",2,"L","N"
"12128","XA",1,"L","N"
"12129","XA",1,"L","N"
"12130","XB",5,"M","O"
"12131","JD",6,"M","O"
"12132","XB",4,"M","N"
"12133","DP",3,"L","O"
"12134","XA",1,"L","N"
"12135","FH",2,"M","N"
"12136","XB",5,"M","O"
"12137","XB",5,"M","O"
"12138","01",5,"M","O"
"12139","FH",6,"M","O"
"12140","DP",3,"L","O"
"12141","CB",1,"L","N"
"12143","PF",5,"M","O"
"12144","XB",4,"M","N"
"12145","XA",1,"L","N"
"12146","XA",1,"L","N"
"12147","XA",3,"L","N"
"12148","CB",2,"L","O"
"12149","IB",5,"M","N"
"12150","CB",1,"L","N"
"12151","XB",5,"M","O"
"12152","XB",4,"M","N"
"12153","CB",1,"L","N"
"12154","XA",1,"L","N"
"12155","CY",1,"L","N"
"12156","XA",3,"L","N"
"12157","DP",3,"L","O"
"12158","CB",2,"L","O"
"12159","CB",1,"L","N"
"12160","XB",4,"M","N"
"12161","XA",1,"L","N"
"12163","CB",1,"L","N"
"12164","01",2,"L","O"
"12165","DP",3,"L","O"
"12166","01",3,"L","N"
"12167","XA",1,"L","N"
"12168","01",0,"L","N"
"12169","CB",2,"L","O"
"12170","CB",2,"L","O"
"12171","XA",3,"L","N"
"12172","CY",1,"L","N"
"12173","FE",5,"M","O"
"12174","XA",3,"L","O"
"12175","XA",1,"L","N"
"12176","XB",5,"M","O"
"12177","XA",1,"L","N"
"12178","XB",4,"M","N"
"12179","XB",5,"M","O"
"12180","XA",1,"L","N"
"12182","XB",5,"M","O"
"12183","CB",1,"L","N"
"12184","XA",1,"L","N"
"12185","IB",6,"M","N"
"12186","XA",1,"L","N"
"12187","XB",5,"M","O"
"12188","XB",4,"M","N"
"12189","XB",4,"M","N"
"12190","XA",1,"L","N"
"12191","XA",3,"L","N"
"12192","01",3,"L","O"
"12193","XA",3,"L","O"
"12194","XA",1,"L","N"
"12195","XA",1,"L","N"
"12196","CB",1,"L","N"
"12197","FH",4,"M","N"
"12199","DP",3,"L","O"
"12200","XA",1,"L","N"
"12201","XA",2,"L","N"
"12203","XB",4,"M","N"
"12204","XA",1,"L","N"
"12205","XA",3,"L","O"
"12206","XA",2,"L","N"
"12207","XA",1,"L","N"
"12208","XB",4,"M","N"
"12209","DP",3,"L","O"
"12210","XA",2,"L","N"
"12211","XB",4,"M","N"
"12212","01",2,"L","O"
"12213","XA",3,"L","O"
"12214","XB",4,"M","N"
"12215","FH",6,"M","O"
"12216","XB",5,"M","N"
"12217","01",2,"L","N"
"12218","XA",1,"L","N"
"12219","XA",1,"L","N"
"12220","XA",2,"L","N"
"12221","CB",2,"L","O"
"12222","XA",3,"L","O"
"12223","CB",2,"L","O"
"12224","CB",2,"L","O"
"12225","01",6,"M","N"
"12226","XA",2,"L","N"
"12227","XA",3,"L","O"
"12228","01",2,"L","O"
"12229","01",6,"M","N"
"12230","CB",1,"L","N"
"12231","XA",1,"L","N"
"12232","XA",2,"L","N"
"12233","XB",5,"M","N"
"12234","FN",4,"M","N"
"12236","XB",5,"M","O"
"12237","XA",1,"L","N"
"12238","JD",6,"M","O"
"12239","XA",2,"L","N"
"12240","XA",2,"L","N"
"12241","XA",1,"L","N"
"12242","DP",3,"L","N"
"12243","XA",2,"L","N"
"12244","CB",1,"L","N"
"12245","XB",4,"M","N"
"12246","XA",1,"L","N"
"12247","FH",2,"M","N"
"12248","XA",1,"L","N"
"12249","XA",3,"L","O"
"12250","XA",2,"L","N"
"12251","XB",5,"M","O"
"12252","CB",2,"L","N"
"12253","XA",2,"L","N"
"12254","CB",1,"L","N"
"12255","01",3,"L","N"
"12256","XA",1,"L","N"
"12257","XA",3,"L","N"
"12258","XB",4,"M","N"
"12259","XA",1,"L","N"
"12261","XA",3,"L","O"
"12263","DP",3,"L","O"
"12264","XB",5,"M","O"
"12265","XB",4,"M","N"
"12266","PF",3,"M","N"
"12267","CB",1,"L","N"
"12268","XB",4,"M","N"
"12269","XA",2,"L","N"
"12270","XA",2,"L","N"
"12271","XA",1,"L","N"
"12272","XA",1,"L","N"
"12273","IB",4,"M","N"
"12274","01",2,"L","N"
"12275","XA",1,"L","N"
"12276","XB",5,"M","O"
"12277","PK",1,"L","N"
"12278","XA",2,"L","N"
"12279","XA",1,"L","N"
"12281","FE",4,"M","N"
"12282","XB",4,"M","N"
"12283","XA",1,"L","N"
"12284","01",4,"M","O"
"12286","XB",5,"M","O"
"12287","FH",6,"M","O"
"12288","DP",3,"L","O"
"12289","JD",6,"M","N"
"12290","PG",1,"L","N"
"12292","XA",1,"L","N"
"12293","DP",3,"L","O"
"12294","XA",1,"L","N"
"12295","IB",6,"M","N"
"12296","XA",1,"L","N"
"12297","01",4,"M","N"
"12298","XA",1,"L","N"
"12299","PF",3,"M","N"
"12300","01",3,"L","N"
"12301","CY",1,"L","N"
"12302","CB",2,"L","O"
"12303","FN",3,"M","N"
"12304","XA",3,"L","O"
"12305","XA",3,"L","N"
"12306","XA",3,"L","N"
"12307","XA",1,"L","N"
"12309","XB",5,"M","O"
"12310","UF",5,"M","O"
"12311","XA",1,"L","N"
"12312","XA",2,"L","N"
"12314","XB",4,"M","N"
"12315","CB",2,"L","O"
"12316","XB",5,"M","O"
"12317","CY",1,"L","N"
"12318","XA",2,"L","N"
"12319","XA",2,"L","N"
"12320","XA",1,"L","N"
"12321","XB",5,"M","O"
"12322","XA",2,"L","N"
"12323","XA",1,"L","N"
"12324","FH",6,"M","O"
"12325","XA",1,"L","N"
"12326","CY",1,"L","N"
"12327","XB",4,"M","N"
"12328","CB",1,"L","N"
"12329","DP",3,"L","O"
"12330","IB",2,"M","N"
"12331","XB",4,"M","N"
"12333","CB",2,"L","O"
"12334","CB",2,"L","O"
"12335","XA",1,"L","N"
"12336","XB",5,"M","O"
"12337","XA",1,"L","N"
"12338","XA",1,"L","N"
"12339","XA",1,"L","N"
"12340","XA",1,"L","N"
"12341","01",0,"L","N"
"12343","XA",2,"L","N"
"12344","XA",1,"L","N"
"12345","CB",1,"L","N"
"12346","XB",4,"M","N"
"12347","PF",4,"M","N"
"12348","XB",5,"M","O"
"12349","XA",1,"L","N"
"12350","FH",6,"M","N"
"12351","XA",3,"L","O"
"12352","CB",1,"L","N"
"12353","XA",2,"L","N"
"12354","XB",4,"M","N"
"12355","FE",5,"M","O"
"12356","XB",5,"M","O"
"12357","XB",5,"M","O"
"12358","PF",3,"M","N"
"12359","XB",5,"M","O"
"12360","CB",2,"L","O"
"12361","IB",4,"M","N"
"12362","XB",4,"M","N"
"12363","CY",1,"L","N"
"12364","CY",1,"L","N"
"12365","XA",1,"L","N"
"12366","XA",2,"L","N"
"12367","XA",1,"L","N"
"12368","PF",5,"M","O"
"12369","XB",5,"M","O"
"12370","PF",4,"M","N"
"12371","XB",4,"M","N"
"12372","XB",4,"M","N"
"12373","PL",4,"M","N"
"12374","JD",6,"M","N"
"12375","FE",5,"M","O"
"12376","XB",5,"M","O"
"12377","MB",6,"M","N"
"12378","XA",1,"L","N"
"12379","CY",1,"L","N"
"12380","XB",5,"M","O"
"12381","CB",1,"L","N"
"12382","PF",2,"M","N"
"12383","JC",6,"M","N"
"12384","XB",4,"M","N"
"12385","CB",1,"L","N"
"12386","CB",2,"L","O"
"12387","XB",4,"M","N"
"12388","XA",1,"L","N"
"12389","XA",1,"L","N"
"12390","CB",1,"L","N"
"12391","FH",6,"M","O"
"12392","XB",5,"M","O"
"12393","XA",1,"L","N"
"12394","CB",2,"L","O"
"12395","01",6,"M","N"
"12396","XA",1,"L","N"
"12397","XA",2,"L","N"
"12398","PF",4,"M","N"
"12399","01",2,"L","O"
"12400","XA",1,"L","N"
"12401","XA",3,"L","O"
"12402","01",0,"L","O"
"12403","XA",2,"L","N"
"12404","IB",3,"M","N"
"12405","PF",3,"M","N"
"12406","XB",4,"M","N"
"12407","XA",1,"L","N"
"12408","XA",1,"L","N"
"12410","XA",2,"L","N"
"12411","XB",4,"M","N"
"12413","01",6,"M","O"
"12414","FI",4,"M","N"
"12415","XB",5,"M","O"
"12417","CB",2,"L","O"
"12418","XB",4,"M","N"
"12419","XA",1,"L","N"
"12420","PF",2,"M","N"
"12421","XA",1,"L","N"
"12422","PE",4,"M","N"
"12423","XA",3,"L","O"
"12424","FH",6,"M","N"
"12425","XA",1,"L","N"
"12426","XA",3,"L","O"
"12427","XA",3,"L","N"
"12428","FH",6,"M","N"
"12429","CB",2,"L","O"
"12430","CB",1,"L","N"
"12431","CB",1,"L","N"
"12432","XA",3,"L","O"
"12433","XB",4,"M","N"
"12434","XA",3,"L","O"
"12435","XB",4,"M","N"
"12436","XA",3,"L","O"
"12437","CB",1,"L","N"
"12438","XA",3,"L","O"
"12439","XA",1,"L","N"
"12440","XB",5,"M","O"
"12441","CB",2,"L","O"
"12442","XA",3,"L","O"
"12443","PG",1,"L","N"
"12444","XA",1,"L","N"
"12445","XA",1,"L","N"
"12446","CB",1,"L","N"
"12447","XB",5,"M","O"
"12448","FH",6,"M","N"
"12449","DP",3,"L","O"
"12450","XA",3,"L","N"
"12451","CY",1,"L","N"
"12452","FI",2,"M","N"
"12453","XA",3,"L","O"
"12454","XA",1,"L","N"
"12455","CB",1,"L","N"
"12456","XA",2,"L","N"
"12457","CY",1,"L","N"
"12459","XA",1,"L","N"
"12460","XB",5,"M","O"
"12461","FN",4,"M","N"
"12462","XA",3,"L","O"
"12463","XB",4,"M","N"
"12464","XB",5,"M","O"
"12465","XA",1,"L","N"
"12466","XA",1,"L","N"
"12467","XA",3,"L","O"
"12468","XB",5,"M","O"
"12470","XA",3,"L","O"
"12471","XA",1,"L","N"
"12472","DP",3,"L","O"
"12473","XB",5,"M","O"
"12474","PF",2,"M","N"
"12475","JD",6,"M","N"
"12476","XA",3,"L","O"
"12477","FI",2,"M","N"
"12478","CB",1,"L","N"
"12479","XB",4,"M","N"
"12480","XA",1,"L","N"
"12481","XA",1,"L","N"
"12482","XA",2,"L","N"
"12483","XA",1,"L","N"
"12484","XA",2,"L","N"
"12485","XB",4,"M","N"
"12486","XB",5,"M","O"
"12487","XA",2,"L","N"
"12488","XA",1,"L","N"
"12489","CB",1,"L","N"
"12490","01",3,"L","O"
"12491","XA",1,"L","N"
"12492","XA",1,"L","N"
"12493","XA",3,"L","O"
"12494","CB",2,"L","O"
"12495","CB",2,"L","O"
"12496","PF",5,"M","O"
"12497","FH",5,"M","N"
"12498","PF",5,"M","O"
"12499","XA",1,"L","N"
"12500","01",3,"L","O"
"12501","XA",2,"L","N"
"12502","XA",2,"L","N"
"12503","XA",1,"L","N"
"12504","PF",3,"M","N"
"12505","XB",5,"M","O"
"12506","XA",2,"L","N"
"12507","XB",4,"M","N"
"12508","XA",1,"L","N"
"12509","FI",1,"M","N"
"12510","XA",1,"L","N"
"12511","XA",3,"L","O"
"12512","XB",4,"M","N"
"12513","XB",5,"M","O"
"12514","DP",3,"L","O"
"12515","CB",1,"L","N"
"12516","FH",3,"M","N"
"12517","XB",4,"M","N"
"12518","XA",1,"L","N"
"12519","CB",2,"L","O"
"12520","CB",1,"L","N"
"12521","PF",4,"M","N"
"12522","CB",2,"L","O"
"12523","XA",1,"L","N"
"12524","01",2,"L","N"
"12525","XB",4,"M","N"
"12526","XA",1,"L","N"
"12527","JD",6,"M","N"
"12528","XB",5,"M","N"
"12529","XA",1,"L","N"
"12530","FN",3,"M","N"
"12531","XB",4,"M","N"
"12532","CB",1,"L","N"
"12533","XA",1,"L","N"
"12534","CY",1,"L","N"
"12535","JD",6,"M","N"
"12536","XA",3,"L","O"
"12537","CB",2,"L","N"
"12538","XB",5,"M","O"
"12539","DP",3,"L","N"
"12540","CB",1,"L","N"
"12541","XA",1,"L","N"
"12542","XA",1,"L","N"
"12543","JD",6,"M","N"
"12545","XA",2,"L","N"
"12547","XA",1,"L","N"
"12548","PF",3,"M","N"
"12549","XB",5,"M","O"
"12550","CB",2,"L","O"
"12551","XB",4,"M","N"
"12552","XA",1,"L","N"
"12553","XA",1,"L","N"
"12554","JD",6,"M","N"
"12555","FE",3,"M","N"
"12556","01",3,"L","O"
"12557","01",3,"L","O"
"12558","XA",1,"L","N"
"12559","01",2,"L","N"
"12560","XA",1,"L","N"
"12561","XB",5,"M","N"
"12562","XA",1,"L","N"
"12563","XA",1,"L","N"
"12564","XA",1,"L","N"
"12565","XB",5,"M","N"
"12566","XA",1,"L","N"
"12567","XA",1,"L","N"
"12568","IB",4,"M","N"
"12569","XB",5,"M","O"
"12570","XA",1,"L","N"
"12571","XA",1,"L","N"
"12572","IB",4,"M","N"
"12573","CB",1,"L","N"
"12574","IB",5,"M","N"
"12575","XB",5,"M","O"
"12576","XA",2,"L","N"
"12577","CB",1,"L","N"
"12578","IB",6,"M","N"
"12579","XA",1,"L","N"
"12580","XB",5,"M","O"
"12581","XA",1,"L","N"
"12582","XA",3,"L","O"
"12583","CB",2,"L","O"
"12584","XA",1,"L","N"
"12585","XA",2,"L","N"
"12586","XA",1,"L","N"
"12587","CB",1,"L","N"
"12588","XA",1,"L","N"
"12589","XB",5,"M","O"
"12590","XA",3,"L","O"
"12591","XA",1,"L","N"
"12592","CB",2,"L","O"
"12593","01",3,"L","O"
"12594","XA",1,"L","N"
"12595","CB",1,"L","N"
"12596","01",3,"L","O"
"12597","XA",2,"L","N"
"12598","CB",1,"L","N"
"12599","XA",2,"L","N"
"12600","XA",2,"L","N"
"12601","FH",6,"M","N"
"12602","XA",1,"L","N"
"12603","DP",3,"L","O"
"12604","01",3,"L","O"
"12605","XA",1,"L","N"
"12606","XB",5,"M","O"
"12608","XA",1,"L","N"
"12609","UF",5,"M","N"
"12610","XB",5,"M","O"
"12611","XA",1,"L","N"
"12612","XB",5,"M","O"
"12614","CB",2,"L","O"
"12615","XA",3,"L","O"
"12616","CB",1,"L","N"
"12617","01",3,"L","O"
"12618","XA",1,"L","N"
"12619","CB",1,"L","N"
"12620","CB",1,"L","N"
"12621","XA",3,"L","O"
"12622","XB",4,"M","N"
"12623","PM",1,"L","N"
"12624","XA",2,"L","N"
"12625","XB",4,"M","N"
"12626","XB",4,"M","N"
"12627","XB",5,"M","O"
"12628","CB",1,"L","N"
"12629","XA",3,"L","O"
"12630","XA",3,"L","O"
"12631","XB",5,"M","O"
"12632","XA",1,"L","N"
"12633","CB",1,"L","N"
"12634","XA",2,"L","N"
"12635","PF",2,"M","N"
"12636","XA",1,"L","N"
"12637","XB",5,"M","O"
"12638","FH",6,"M","N"
"12639","CB",1,"L","N"
"12640","PL",4,"M","N"
"12641","FE",5,"M","O"
"12642","XB",5,"M","O"
"12643","XB",4,"M","N"
"12644","XA",3,"L","O"
"12645","XA",1,"L","N"
"12646","XA",1,"L","N"
"12647","XB",4,"M","N"
"12648","CB",2,"L","O"
"12649","DP",3,"L","N"
"12651","CB",1,"L","N"
"12652","XA",1,"L","N"
"12653","XB",5,"M","O"
"12654","XA",1,"L","N"
"12655","CB",1,"L","N"
"12656","XB",4,"M","N"
"12657","CB",1,"L","N"
"12658","XA",3,"L","O"
"12659","XB",5,"M","N"
"12660","XA",3,"L","O"
"12661","XA",1,"L","N"
"12662","CB",1,"L","N"
"12663","XA",1,"L","N"
"12664","CB",2,"L","O"
"12665","XA",2,"L","N"
"12666","XB",5,"M","O"
"12667","IB",3,"M","N"
"12668","XB",5,"M","N"
"12669","XB",4,"M","N"
"12670","FE",4,"M","N"
"12671","XB",4,"M","N"
"12672","PG",1,"L","N"
"12673","JD",6,"M","N"
"12674","XB",4,"M","N"
"12675","PE",5,"M","N"
"12676","XB",5,"M","O"
"12677","XB",4,"M","N"
"12678","XB",4,"M","N"
"12679","XA",3,"L","O"
"12680","XA",1,"L","N"
"12681","XA",1,"L","N"
"12682","XA",3,"L","O"
"12683","CB",1,"L","N"
"12684","XB",4,"M","N"
"12685","XA",3,"L","O"
"12686","XB",4,"M","N"
"12687","XA",2,"L","N"
"12688","XA",2,"L","N"
"12689","CB",2,"L","O"
"12691","01",0,"L","N"
"12692","XA",1,"L","N"
"12693","IB",2,"M","N"
"12694","XA",1,"L","N"
"12695","IB",6,"M","N"
"12696","XA",3,"L","O"
"12697","XB",5,"M","O"
"12698","CB",2,"L","O"
"12699","XA",3,"L","O"
"12700","XB",5,"M","O"
"12701","XA",3,"L","O"
"12702","PM",3,"L","N"
"12703","XA",2,"L","N"
"12704","XA",1,"L","N"
"12705","XA",3,"L","O"
"12706","XA",1,"L","N"
"12708","XA",2,"L","N"
"12709","XA",1,"L","N"
"12710","XA",3,"L","O"
"12711","XB",4,"M","N"
"12712","CB",1,"L","N"
"12713","XB",4,"M","N"
"12714","JD",6,"M","N"
"12715","CB",1,"L","N"
"12716","XA",1,"L","N"
"12717","XB",4,"M","N"
"12718","XA",1,"L","N"
"12719","01",2,"L","N"
"12720","CB",1,"L","N"
"12721","XB",4,"M","N"
"12722","CY",1,"L","N"
"12724","XB",5,"M","O"
"12725","JD",6,"M","N"
"12726","XB",4,"M","N"
"12727","01",0,"L","N"
"12728","XA",2,"L","N"
"12730","XA",1,"L","N"
"12733","XB",5,"M","O"
"12734","XA",1,"L","N"
"12736","XA",2,"L","N"
"12737","XA",1,"L","N"
"12738","XA",3,"L","N"
"12739","XB",4,"M","N"
"12740","XA",1,"L","N"
"12742","XB",4,"M","N"
"12744","XA",3,"L","N"
"12745","PF",2,"M","N"
"12746","XB",5,"M","O"
"12747","XA",1,"L","N"
"12748","XA",1,"L","N"
"12749","XB",4,"M","N"
"12750","DP",3,"L","O"
"12751","XA",1,"L","N"
"12752","XA",1,"L","N"
"12753","CY",1,"L","N"
"12755","IB",2,"M","N"
"12756","XA",3,"L","O"
"12757","XB",5,"M","N"
"12758","XA",1,"L","N"
"12759","01",6,"M","N"
"12760","FE",4,"M","N"
"12761","XB",4,"M","N"
"12762","XA",1,"L","N"
"12763","XA",1,"L","N"
"12764","XA",1,"L","N"
"12765","XA",1,"L","N"
"12766","XB",5,"M","O"
"12767","DP",3,"L","O"
"12768","XA",1,"L","N"
"12769","XA",1,"L","N"
"12770","XB",5,"M","O"
"12771","XA",3,"L","O"
"12772","IB",4,"M","N"
"12773","01",3,"L","O"
"12774","DP",3,"L","O"
"12775","DP",3,"L","O"
"12776","01",3,"L","O"
"12777","XB",5,"M","O"
"12779","XA",1,"L","N"
"12780","XA",1,"L","N"
"12781","XA",2,"L","N"
"12782","XA",1,"L","N"
"12783","XB",4,"M","N"
"12784","XB",5,"M","O"
"12785","DP",3,"L","O"
"12786","XA",3,"L","O"
"12787","XA",3,"L","O"
"12788","XA",1,"L","N"
"12790","XA",3,"L","O"
"12791","CY",1,"L","N"
"12792","XA",3,"L","O"
"12793","DP",3,"L","O"
"12794","XA",1,"L","N"
"12795","CB",1,"L","N"
"12796","XA",2,"L","N"
"12797","01",2,"L","O"
"12798","XB",4,"M","N"
"12799","XB",4,"M","N"
"12800","DP",3,"L","O"
"12802","XA",1,"L","N"
"12803","01",3,"L","O"
"12804","FH",2,"M","N"
"12805","XA",3,"L","O"
"12806","CB",1,"L","N"
"12807","CB",1,"L","N"
"12808","XA",2,"L","N"
"12809","IB",5,"M","N"
"12811","XA",3,"L","N"
"12812","CY",1,"L","N"
"12813","CY",1,"L","N"
"12814","CD",2,"L","O"
"12815","PF",2,"M","N"
"12816","XB",5,"M","N"
"12817","XB",5,"M","O"
"12819","01",3,"L","O"
"12820","XA",1,"L","N"
"12821","XA",3,"L","N"
"12822","XA",1,"L","N"
"12823","XA",1,"L","N"
"12824","CB",1,"L","N"
"12826","CB",1,"L","N"
"12827","CB",1,"L","N"
"12828","XB",4,"M","N"
"12829","01",5,"M","O"
"12830","DP",3,"L","O"
"12831","01",6,"M","O"
"12832","CB",2,"L","N"
"12833","CY",1,"L","N"
"12834","XB",5,"M","O"
"12835","XA",1,"L","N"
"12836","XA",2,"L","N"
"12837","DP",3,"L","O"
"12838","CY",1,"L","N"
"12839","PF",5,"M","O"
"12840","XA",3,"L","O"
"12841","DP",3,"L","O"
"12842","XA",2,"L","N"
"12843","CB",2,"L","O"
"12844","XB",4,"M","N"
"12845","XA",3,"L","O"
"12846","XA",1,"L","N"
"12847","XB",4,"M","N"
"12848","XB",5,"M","O"
"12849","CB",2,"L","O"
"12850","PE",2,"M","N"
"12851","CY",1,"L","N"
"12852","DP",3,"L","O"
"12853","XA",3,"L","O"
"12854","01",6,"M","N"
"12855","IB",3,"M","N"
"12856","XA",1,"L","N"
"12857","XB",4,"M","N"
"12858","JD",6,"M","N"
"12859","CY",1,"L","N"
"12860","XB",5,"M","O"
"12861","XB",5,"M","O"
"12862","XA",1,"L","N"
"12863","CY",1,"L","N"
"12864","XB",5,"M","O"
"12865","CB",2,"L","O"
"12866","XB",5,"M","N"
"12867","XA",1,"L","N"
"12868","CB",1,"L","N"
"12869","XA",1,"L","N"
"12870","XB",4,"M","N"
"12871","XA",2,"L","N"
"12872","XB",5,"M","O"
"12873","XA",1,"L","N"
"12874","XB",5,"M","O"
"12875","DP",3,"L","O"
"12876","JD",6,"M","N"
"12877","XA",1,"L","N"
"12878","XA",1,"L","N"
"12879","01",6,"M","O"
"12880","PK",2,"L","N"
"12881","XB",5,"M","O"
"12882","CB",2,"L","O"
"12883","XA",3,"L","O"
"12884","XB",4,"M","N"
"12885","PF",2,"M","N"
"12886","01",5,"M","O"
"12887","CB",2,"L","O"
"12888","XA",2,"L","N"
"12889","XA",3,"L","O"
"12890","DP",3,"L","O"
"12891","XB",5,"M","O"
"12892","CB",1,"L","N"
"12893","XA",1,"L","N"
"12894","XA",1,"L","N"
"12895","XA",2,"L","N"
"12896","CB",2,"L","O"
"12897","XA",1,"L","N"
"12899","XA",3,"L","O"
"12900","CB",1,"L","N"
"12901","XB",5,"M","O"
"12902","XA",1,"L","N"
"12903","XA",3,"L","O"
"12904","FI",4,"M","N"
"12905","XA",1,"L","N"
"12906","CY",1,"L","N"
"12907","XB",4,"M","N"
"12908","XA",2,"L","N"
"12909","XA",3,"L","O"
"12910","XA",1,"L","N"
"12911","CY",1,"L","N"
"12912","01",4,"M","O"
"12913","XA",1,"L","N"
"12914","IB",4,"M","N"
"12916","XA",2,"L","N"
"12917","XB",4,"M","N"
"12918","01",4,"M","O"
"12919","DP",3,"L","O"
"12920","XA",3,"L","O"
"12921","CB",2,"L","O"
"12922","XA",1,"L","N"
"12925","IB",3,"M","N"
"12926","XA",2,"L","N"
"12927","XA",1,"L","N"
"12928","IB",5,"M","N"
"12929","CB",1,"L","N"
"12930","XB",5,"M","O"
"12931","FH",6,"M","N"
"12932","CB",1,"L","N"
"12933","XA",1,"L","N"
"12934","XB",4,"M","N"
"12935","CB",2,"L","O"
"12936","DP",3,"L","O"
"12937","DP",3,"L","O"
"12938","DP",3,"L","O"
"12939","XA",3,"L","O"
"12940","XB",5,"M","O"
